full_text;Labeling
ya boleh aja tpi kasus yg sering gua temuin di kampus tuh anak kipk yg make duit ny buat hal tersier termasuk iphone itu bahkan gua pernah nemu anak kipk yg ngomong aduh kepengen yh pokonya hal tersier lah oiya bentar lgi duit kip cair kek lo anjing sih;Cons
temenku anak rantauan hapenya ip lama emang artinya dia gabole jadi penerima kip gt kah;Pros
mbulet muter teruss intinya sistem kip banyak kecolongan dan ga fair mampu ga mampunya tuh banyak case jadi gabisa diambil satu banyak faktor nih anak beli iphone dr usaha sendiri ato dari uang ortu ato giveaway dll;Cons
gak tau  kapan bom waktu ini bakal meledak   yg gue pikirin skrg cuma anak;Neutral
emang anak kipk ga boleh kerja emang anak kipk uangnya ga boleh buat buka usaha emangemangemang bapakmu kon kerjo kip kok keterusan;Cons
di kampus ku anak kip kalo lagi ada acara pake baju putih item kaya anak ospek wkwkkw;Neutral
iyaa pointnya dr si hana ini bagus karena banyak kasus anak kip yg hedon grgr fasilitas terbiayai dan kebutuhan tersier tercukupi kan gw bahasnya iphone bang sp tau ini iphone buat dia usaha atau penunjang kuliah klo bahasnya hedon gw bakal ngeluarin statement yg beda;Cons
um  anak kip ikut pmm  gmn ya dan apa bisa kalau mau coba ke ub aja;Neutral
ke dua anak saya di buakan kip paska lulus smp dan lulus sd yg smp skrg kls  stm yg sd skrg kls  smp tp kip itu sampe skrg blm pernah cair sekiranya kip tersebut hanya utk pelengkap data saja  gur go ayem ayem saja mending di hapus saja;Cons
beliin android aja kan uang nya bisa km tabung nder untuk yg lain maaf klo liat adek km anak kip brarti keuangan kluarga mu menengah kebawah kan yaa nah mnding budget beli ip nyaa disalurkan ke kbutuhan lain atau tbung aja;Neutral
daks aku pgn beliin adik aku ip memang ada budget udah nabung  taun dan bakal beli lagi mungkin  taun kemudian tapi adik aku anak kip takut adikku di b uli dah untuk sehari memang kebantu bgt sama kip hah bingung kasian hp nya udah pake selotip lcd nya lepas;Pros
tanyarl aku pgn beliin adik aku ip memang ada budget udah nabung  taun dan bakal beli lagi mungkin  taun kemudian tapi adik aku anak kip takut adikku di b uli dah untuk sehari memang kebantu bgt sama kip hah bingung kasian hp nya udah pake selotip lcd nya lepas;Pros
karna gw anak kip   emang gak mampu beli aja sih;Neutral
prabowo tingkatkan lagi program untuk anak sekolah termasuk kip dekade;Neutral
prabowo tingkatkan lagi program untuk anak sekolah termasuk kip dekade;Neutral
prabowo tingkatkan lagi program untuk anak sekolah termasuk kip dekade;Neutral
coba urus kip buat anak ini bisanya uang kip dikirim pake bank jatim dan pake rek anak bersangkutan;Neutral
di tiktok waktu bahas kip banyak bgt yg komen kl mereka bingung krn tiap ke lurah rt or rw ketika mereka bilang mereka anak pns pasti gak bisa tuh dikeluarin surat pengantarsurat bantuan gt dianggapnya udah mampu bahkan sm pejabat daerah ybs;Cons
nder sama padahal aku anak yatim mama cuma guru honorer sampe dihina nih dia nih beban pemerintah sumpah sakit hati banget aku kalau mampu juga bayar sendiri ga daftar kip k mereka jahat banget yaallah;Cons
temen w anak kip hp nya iphone nder;Cons
temen gua malah yg pake iphone anak kip;Cons
iphone bkn tolak ukur org itu kaya apa ngga anjir anak di sma gue jg iphone tp anak kip;Pros
katanyaaaa anak muda yg paten  masaaaa ga kreatif   bikin program aja copas punya inkamben  udahhh belajar lg aja yaaa bapakmu udh susah payah bikin kip mbok ya dimanfaatin dg sebaik虏nya gt lho;Neutral
sampe sampe kawan seklompoknya minjam uang ke teman aku karena diajak kerkom ke cfc si kip bilang aku tau kok kamu malas dtg kerkom aku juga ngatur uang kyk anak kos nanti kamu disitu pesan minuman aja;Cons
kesahku aja sedangkan di sini ada mahasiswa yg menengah ke bawah ga punya motor penghasilan ortu lt  jt aja kalah ga bisa daftar kip karena title anak pensiunan pns padahal penghasilannya lt  jt semoga allah beri rezeki lain dr arah yang tak terduga duga aamiin;Cons
masih suka ga paham sama anak kip yang punya iphone tu miskin nya dilihat dari mana oh mungkin dr hasil kerja kerasnya sendiri tp kalo emg ga mampu kenapa beli kebutuhan tersier hp yang lebih murah dan kualitas lebih bagus kan ada bukan maksud gmna虏 cuma mau nyampein keluh;Cons
km itu kampus mengajar bukan ya aku anak kip ini triknya rada bikin tipes tapi menurut aku yg ambis jadi ya worth it aja aku msib ga ikut kmmagang msib cuma ambilnya stupen full online tapi tetep cari magang diluar kampus  aku udah cobain dua kali kerja dari;Neutral
jgn terus menerus melakukan pencitraan di sosial media tanpa mau turun lgsg ke bawah ke rumah rumah warga  masih ada warga yg tdk memiliki ektpkk sehingga tdk bisa menjadi penerima pkh kip kis  bahkan anak nya pun putus sekolah krn tdk mampu ekonomi nya;Cons
kalo diomongin anak kip bjir  gayanya sok oke bgt gmn emang kmu aja yg boleh oke trus anak kip harus gaya apa gaya melas dan kelaparan gtu maksud kamu atau gaya kumel vibes dijulidin temen yg mana  ga semua penerima kip gtu tp mungkin salah dua dr temen aku termasuk aku;Cons
inimah serakah parah bangke anjir ya ane aja baru ngeh pas ada yang share di twitter kok kesian anjir dampaknya luas ampe anaknya gabisa dapet bantuan kip trus yang kacau ortunya sakit di kampung ga dicover ama kis ini sih yang kebangeten gegara ktp anak dipake untuk mercy;Cons
bagaimana kalian mau merubahjutaan anak sekolah mahasiswa dana orang tak mampu masih berharap dg kipblt dan bansos lainnyapaling yg kalian rubah hanya namanyaatau bentuk fisik ke digitalbasiteruskan yg ada sampai semua berkurang karena indonesia mas;Cons
hmm tp itu konteksnya kan anak yg dikasih bantuan pemerintah anak yg punya kip biasanya miskinnya itu miskin bgt gw yg sederhana ga kaya aja gabisa tergolong masuk kip  jdi kudunya memng yg punya kip itu klo ga slh yg membutuhkan bgt;Cons
ngakak bgt sama anak yg dapet kip trs bilang kampus miskin minimal sadar diri kak wkwk;Cons
bersyukurlah kalo temen disini bisa kuliah pake kip atau dapet beasiswa lainnya diseriusin kuliahnya dan semoga bisa bermanfaat bagi orang sekitar berat ges jd anak dikeluarga menengah yg semua pemasukan ortu tu diirit sampe utang sana sini buat bayar ukt;Pros
uny wdyt sm anak kaya yg dpt kip dia punya hp ip tipe terbaru kuliahnya bawa ipad terus sepatunya merk mahal kos nya sehahrga jt sedangkan kita yg bner bner butuh malah ga dpt kan rasanya anjir bgt klo kek gini gmn ya solusinya mana dia hedon bgt mau cont;Cons
di instagram hedon tp anak kip tuh gimana;Cons
gue anak kip tapi pake ip  karna hadiah ultah dari cowok gue woii ga semua anak kip pake ip itu uang dari kip juga dan pake ip ga membuktikan lu mewah ya njir ip mah hp biasa dah gitu doang;Pros
projection mbanya ya bisa aja memang salah sasaran karna kasus begitu banyak di indo belum bener sampai tujuan bisa aja alasan mbanya bener bisa salah tpi karna mbanya anak kip jdi lebih defensive dlm membela sabar mba ga hedon pun bisa aja cukup tpi ga diliatin;Cons
pertama harga segitu tuh gak tinggi jangan liat ipong nya bisa juga itu seken lagian emang anak kip gak boleh atau gak mungkin dapat pemasukan dari sumber lain;Pros
upssiiiee ada jg yg anak tunggal ortunya udh punya rumah sendiri tp ikutan kip sebercanda itu memang;Cons
banyak tau kal yg kek gtu aku pernah sekamar sama anak kip semua barangnya kebanyakan branded dan uang kip nya dipake buat behel ortho wkkw nangis ga tuh;Cons
alhamdulillah aku sih anak yg ngerasain progamnya pak jokowi sekolah dibiayain negara truss dari smp sampe sekarang dapet kip kuliah hehehe;Pros
ini kmaren ayuk di kantor anaknya baru kuliah trs tinggalnya dpt asrama di asrama ada anak pulau jg dia ngarep dpt kip yg ada uang sakunya ternyata kip nya cuma buat bayar ukt aja alhasil asramanya blm dibayar makan dikirimin seadanyaaa;Neutral
menfess kacau bgt bahas kip mau cerita temenku dia kip daerah jateng sedangkan uang bulanan dia jadi anak kos aja jt dr kakaknya belum include cost for me harusnya dia bisa bayar ukt normal sih at least;Cons
itin sunset hunting di phousi hill hiking naikin  anak tangga ngos虏an tp view dari puncak worth it utk ke puncak byr tiket  kip di atas crowded bgt penuh para sunset hunter pas hiking di blkg gw romb manula ada kakek虏 pake tongkat nyampe puncak lho warbiyasak;Neutral
temen gue ga deketdeket amat anak kip hp iphone hedon mulu mak bapaknya suka umroh  sebenernya perihal gaya hidup mungkin banyak pembelaan kaya kali aja dia nabung atau nyari penghasilan tambahan tapi kalo umroh;Cons
anjg emang anak kip tp boba sering chek out shopee ada yg ke mekah juga anjir pas liburan semester bawa mobil jg anjir hidup emng gak seadil ini ya aku pontang panting cari duit tp anak yg beruntung malah dapet bantuan;Cons
relate selalu pke baju itu itu aja tas juga jarang ganti sering dikira anak kip padahal mah ga punya uang aja udh buat bayar ukt soalna;Neutral
bener lg tampang gue yg suram ini selalu dikira anak kip pdh bayar ujt segede gaban;Neutral
beli andro aja nder tapi samsung seri s ntr ga bakal dikatain anak kip tapi pake iphone kan android yg dibeli;Cons
gimana cara nya menjamin independensi penyelenggara pemilu jika anak nya adalah penyelenggara pemilu dan bapak nya jadi peserta pemilu calon legislatif   tidak mungkin akan terbebas dari konflik kepentingan antara ayah dan anak  cc;Neutral
anak kip mampu bertahan karena kip terima kasih kip;Pros
sama bjirrr aku pasti ditanyain gimana git uangnya udah cair kek hah aku bukan anak kip anjirr;Neutral
anak kip di tempat w gayanya pada hedon;Cons
sama nder padahal gua bayar ukt ya woyy tapi dikira anak kip karena jalan kaki atau naik ojol pas promo  kalau ke kampus dan outfitnya itu itu aja;Neutral
inimah gue srg dikira anak kip krn kalo kuliah jalan amp  baju gue ituitu aja padahal gue bukan anak kip;Neutral
komenan kalian bener sih gaji parttime ga seberapa thats why kok bs dengan uang kip k dan hasil parttime yang tidak seberapa itu menutupi kebutuhan sehari mu apalagi kalau anak kos ya sedangkan makan aja susah karena gaji dikitkip kcil malah beli sesuatu yg lebih iponn;Cons
nder setauku ya temenku anak kip juga bahkan buat kuliah aja belum menutupi semuanya karena kebutuhan juga banyak kan dan menurutku make sense aja ya dia cari uang buat menuhin kebutuhan lainnya;Pros
jadi sp kampanye buat bocil yg ngaku dgang pisang gus dah lama jongkok di pinggiran nunggu pwrintah  dah saran bacawapres kip saja eh malah bocil ingusan karbitan yg di pilih  kardus kalo kata anak buah ente gusbalik kanan gus gabung ko perubahanmsh lbh bermartabat;Neutral
keren bgt siapa yang ga nyinyir nengok anak kip tapi tajir;Cons
bener bangett keselnya kampusku yg nerima kip adl anak org mampu yg uang bulanannha gede hp ipad apple udh punya usaha sendiri jahat bgt yg bener susah hidupnya malah ga kebantu;Cons
acara ini diinisiasi oleh gerakan anti korupsi gerak aceh bersama dengan koalisi anak muda democracy resilience kamu demres dan masyarakat anti hoaks aceh maha;Neutral
annisya choirun nimah bisa kuliah di unej dengan bantuan kip kuliah anak petani ini terkenal aktif berorganisasi dan kini lulus dengan ipk;Pros
satu circle isinya anak kip semua tapi ngapa keliatan hedon  hp iphone temen ku yang anak reguler malah biasa banget;Cons
mau narik suara anak muda ambil et or rk minusnya yg satu kek cakimin ambisi bgt satu lagi basis suara sama kek   mau narik suara nu ambil kip sygnya namanya ga setenar et rk  mau narik suara akademisi  counter mahfud anies ambil yim  mau gagal lagi ambil putra mahkota wkwk;Neutral
ya allah beneran gue seiri itu sama anak yang dapat kip;Cons
nggak salah anak yatim jg prioritas kip;Pros
rek kartu atm anak kip kalau udah lulus itu masih bisa dipake buat nyimpen duit ga um;Netrap
anak kip bisa cuti gak pad;Neutral
bukan apa sih tapi liat anak kip baru beli macbook itu agak gimana yaaa orang tua golongan menengah pdhl banyak tanggungan adik keperluan ini itu gabisa daftar kip emg banyak yg kurang tepat sasaran sih jd sedih;Cons
acara tersebut merupakan inisiasi dari gerakan anti korupsi gerak aceh bersama dengan koalisi anak muda democracy resilience kamu demres dan masyarakat anti hoaks aceh maha;Neutral
klo temenku sih meskipun anak kip dia tetep kerja amp  bisa beli hp ip amp  nongkrong di cafe dri hasil kerjanya;Pros
emang gaboleh ya kalo semisal nih an脿k kip beli iphone hasil nabung;Pros
waduh peluang mas ahy tipis bahkan ga ada padahal keluar dr kip karena ga jd di pilih cawapres skg kalah sama anak pak lurah;Neutral
pada pertemuan tersebut gerak aceh bersama kamu demres koalisi anak muda democracy resilience melakukan kampanye media sosial melalui podcast yang mengangkat tema mewujudkan pemilu bersih inklusif dan berkeadilan;Neutral
tambahin soal pendidikan anak ada kippip;Neutral
sorry to say pernah terjadi sebegini di kip mall bangi ada ngo mintak buat wakaf sumbangan beras kg utk rumah anak yatim  kampit bersamaan  bahagian  bahagian rm maksudnya  kampit rm tuan tuan pernah jumpa beras sekampit rm utk kg ke;Neutral
ril sepupu gua anak kip hpnya iphone skinker makeupnya jauh lebih mahal dari gua pp padangjkt naik garuda sepatu gt   jt tp minusnya sampe skrg utang keluarga dia ke keluarga gua blom dibayar mana gt   jt bjir;Cons
anak pns ga bisa dapat kip kuliah atau bidikmisi;Neutral
waduh anak millenial jugak yak  bisa ae;Neutral
kjp dihapus ngamuk yg kasih kip dihujat lalu maumu apa ternak anak yg hidupin pemerintah gitu;Pros
anak anak penerima kip di kabupaten grobogan jawa tengah melakukan aksi berbagi di jumat berkah sebagai rasa syukur sudah dibantu aspirasi kip lewat kakak   饾悎饾惌饾惉 饾悡饾悽饾惁饾悶 饾悜饾悶饾惉饾惌饾惃饾惈饾悮饾惉饾悽 饾悎饾惂饾悵饾惃饾惂饾悶饾惉饾悽饾悮;Pros
tanyarl ada anak kip kuliah mau nanya dong dari dapet no kipk sampe uangnya cair butuh brp lama ya bekelku hayanya sanggup sampe kamis depan aja soalnya;Neutral
daks ada anak kip kuliah mau nanya dong dari dapet no kipk sampe uangnya cair butuh brp lama ya bekelku hanya sanggup sampe kamis depan aja soalnya;Neutral
cm kalian yg anak kip apakah uang beasiswanya udh cair kok kampusku blum ya wallahi duitku sudah menipis;Neutral
gimana ya perasaan mereka ah et ahy am yim yang pada antre rebutan jadi bacawapres ps tapi mau disalip anak baru kemaren   belum lagi yang dapat php seperti mmd atau kip  yang cerdas ya lari duluan seperti mi;Neutral
tau org mampu dapet kip ternyata beneran nyesek y apalagi liat gaya hidupnya selama ini mikir dia anak orang kaya karna apa bisa beli trs tau ternyata kip padahal kesenjangan antara aku sama dia keliatan bgt;Cons
aku mau nanya kalo anak gapyear udah buat akun kip sebelumnya terus tahun besok harus daftar lagi apa gimana ya;Neutral
dips kakak kakak disini ada anak kip k yang boleh ku tanya tanya ga ya makasii;Neutral
ingat kip kuliah merdeka untuk anak berprestasi dari keluarga tidak mampu;Neutral
assalamualaikum tolong ditindaklanjuti untuk pengajuan kip anak saya atas nama ayunda razkya ramadhani kelas viii smpn  purwokerto pak sudah dari kelas  sd koq ga ada realisasinya terimakasih;Neutral
selamat pagi pakbu mohon tindak lanjutnya untuk permohonan kip anak saya yang saat ini bersekolah di smp  pwt dari kelas  sd sampai kelas  smp koq ga ada realisasinya terimakasih;Neutral
ptn emang kalau anak kip ikut pmm ngga dapet biaya hidup dari program pmmnya lagi ya serius nanya ini mah no salty;Neutral
tolong    kip  kbp anak saya smpn  purwokerto bisa segera terealisasikan;Neutral
astagah tulung ngecek sekolah daerah banyumas lah itu mr  jangan cuma terima data doang anak saya dari kelas  sd sampai sekarang kelas  smp ga dapat yang namanya kbp apalagi kip;Cons
mana ada layak anak anak saya sampe sekarang aja belum bisa menikmati kegunaan kbp apalagi kip;Cons
pak saya dari purwokerto dari jaman anak saya kelas  sd sampai sekarang kelas  smpn  purwokerto belum dikasih kbp maupun kip ketika anak saya masih kelas  sd  saya sudah kasih semua persyaratan tapi sampai sekarang belum ada tindak lanjutnya;Neutral
sekarang udah ga wajib asrama ko asrama diwajibkan hanya untuk anak kip;Neutral
niii anak kip bole ikutan ga si;Neutral
anak kip sadar diri dong   cup cup cup nder ku doain jadi orang sukses biar bisa sumpel mulut temen mu yang akhlakless itu dengan baju uniqlo segudang;Cons
anak kip ngatain anak yg harus berjuang klo mau beli apa apakah dia tdk punya cermin;Cons
ntr klo dia ngomong gt lagi tabok aja nder trs blg ternyata anak kip begini y sifatnya wkwkkw;Cons
anak kip kw emg suka byk gaya;Cons
wkwkwk mana buktinya gw dapet bansosasal bacot lu adanya juga elu yg pyeksi penerima bansos raskin ya bang deni anak lo masuk sekolah negeri dan dapet kip yg dibiayai negara ya ortu lo kalo ke rumah sakit pake bpjs kis  ya;Cons
lawak lagi yg kip nyindir oot anak mandiri jelek;Cons
rice cooker program kipkis aja kami ngga pernah dapat busaya lg pusing memikirkan anak sekolah biaya dari mana bu;Cons
dan gak jarang juga ada yg sering jalan kaki aja ke kampus giliran magang harus ngojek   jadi ya bener yg dibilang sender sebelumnya magang unpaid ini lama虏 ya buat yg punya privilege financial aja anak kip dari kota kecil yg pengen magang di kemenkeu pasti terhalang biaya;Neutral
hahaha banyak bet dikampus yang kaya gitu bahkan ada anak yang hp nya iphone ootd full branded hedon tapi dia dpt kip kek whatt the;Cons
iya beda anak lipia mah tp gedean kip sih wkwkw aplgi kjmu;Cons
temenku ada nic ke kampus bawa pajero hp ip lepi macbook tiap balik ngampus ke starbucks tp anak kip wkwkwk temen gua yang bener butuh sampe keluar dr kampus karena gaada biaya malah ga lolos kip dia hade;Cons
hahaha emg sehobi itu ya kip disakitin anak rp  ak jg;Cons
anak kip yg kaya kaya wkwkkww;Cons
gak semua dan menurut sy itumah cuma akalan aja karena sekarang itu ada kip ada pkh ada jg bantuan dari dinas pendidikan anak sekolah sekarang mah gaperlu bingung cari duit kecuali ortunya yg pemalas;Pros
iyaaa kak kip juga ada yg anak sekolah ada juga yg kipk alias kartu indonesia pintar kuliah;Neutral
namanya abdul husein anak bekasi kuliah di surabaya udah  bulan jalan tapi duit kip belum cair disini dia kost dan terakhir duitnya tinggal k buat hidup akhirnya dia mutusin buat pulang ke bekasi pake duit patungan dari temennya sambil ngomong;Pros
ya mungkin aja emg bapaknya petani duit jajan dr kakaknya km kasus gni aja keknya dah kesel noh anak kip ada yg bawa mobil pekerjaan ortunya bagus rumahnya bagus itu yg hrusnya dikeselin;Cons
pad unpad mereka layak lho malah yang keterima kip tuh anak yang gaya hidupnya hedon;Cons
aku subsidi beras pkh kip semua dapat pak jokowi sangat membantu aku anak  masih sekolah semua gaji suami  jt sangat terbantu didu;Pros
ugm_fess kalo ikut msib yang paid anak kip masih dapet uang semesteran kayak biasa atau engga ya;Neutral
mirip mirip sama stigma kalo anak kip ngga boleh pake iphone pokoknya harus terlihat miskin;Pros
dips makasi banyak buat supportnya semua yaaa untuk kip dan kipk aku gapernah daftar karena aku ngerasa masih banyak yang lebih butuh yang bikin cukup mungkin anak mereka cuma aku sayangi ortu kalian ya dips;Neutral
kawan gua anak kip kan ada yg bawa mobil yaa kek dh banyaklah sebenernya yg tau jadi tadi pas abis kelas dia ni msuk mobil lah yakan kawannya buka pintu mobil belakang ma smping pas gua lwat nah otomatis dia yg nyopir kliatan dong langsung dtutup pfftt pintunya;Cons
menurut kalian masuk akal ga kalo ada anak kip yg tiap bulan jalan jalan ke luar negeri  hp nya iphone dia bilang kalo buat biaya pendidikan orangtuanya emg kekurangan tapi utk hiburan semuanya dibiayain sama tantenya;Cons
sender kalo liat anak kip tapi ternyata anak holkay kerjaannya hedon makin kejang kejang keknya wkwkwk;Cons
gini temen gw kipk jga tapi karna dia ini pinter manage uang sama bisa nyari sampingan uang kip dia sama kerja bisa buat makan sama beli ip tapi yg  disini kan konteknya ip nya gatau ip brapa makanya gw bilang emg anak kipk ga boleh beli ip;Pros
temenku yg kip jg kknya pada kerja dan ya lebih hedon dari gue yg anak mandiri ya gitulah nder namanya jg idup;Cons
nder kuliah itu tanggungan orang tua kakak ku juga kerja kantoran kok tapi dia udh berkeluarga dan harus biayain anaknya sekolah mamahku udh tua diatas  gabisa kerja karena lulusan sd ayahku udh ngga ada aku anak kip buat biayain kuliahku;Pros
siap kak sudah shalma cek ya dm dari kakak  kip;Neutral
ga masalah kalo lu ada duit tapi ya kalo risiko tabungan lu bakal menipis pilihan masinglah prioritas masing tapi gue bakal gedeg sama anak kip ngonser gatau diri udah dibantu akademis malah tabungan dipake konser;Cons
hai kak bisa dong silakan dm shalma untuk informasinya ya  kip;Neutral
anak kip tp gaya hedon gamalu apa;Cons
anak pns yang gabisa ngajuin keringanan ukt mau daftar kip gabisa padahal ortu bukan pns tukin sultan bahkan gadapat tukin wkwkwkkw;Cons
s angkut anak cantik ini yuk bentar lagi ipen boleh banget kalo mau kip buat event;Neutral
gua punya ip  pro punya juga ip  baru beli yg  pro gua tawarin adek gua dia bilang gak lah ngapain pake iphone lagian gua anak kip;Pros
kenapa ya kehidupan anak kip keliatan lebih sejahtera dibanding gue;Cons
buat anak kuliahkipsemoga jd rejekimu nakaamiin;Pros
anak tante mau s  tau kamu s apa  s kip tan;Neutral
temen ku juga ada yang anak kip gadgetnya branded karna dia kerja sambil kuliah  dia bikin konten  affiliasi  bahkan suka open jastip jadi pemasukannya dari situ setelah ditelusuri emang ortunya udah ga kerja dan masih punya  adik yang sekolah coba di ceki ceki dulu ya;Pros
ohh bisa ya setau gua kalo udah dapet bea kipk gabisa dapet bea yg lain apalgi itu nea pemerintah gua ngomong gini gua anak kip soalnya;Neutral
biasanya penerima bidikmisikip k itu harus mengikuti kegiatan kyk upacara hari nasional pokoknya kegiatan yg butuh massa biasanya anak kip k itu disuruh ikut dan dikasi dispensasi sama pihak kampus kalo ada jadwal kuliah jd kadang keliatan dari situ;Neutral
suka sedih liat anak kip hpnya boba sedangkan saya xiaomi belum ada nfc lagi;Cons
ekwkwk tmn w anak kip bs beli hp gw apkabar y;Cons
ya itu hak mereka buat nuntut sih gapeduli mau ukt mereka seberapa dan yg km maksud ukt gratis ni apa anak kip kah setau aku anak kip juga ada ukt tapi ukt mereka dicover sama pemerintah malah setau aku ukt mereka lebih gede drpd anak reguler;Pros
bukan setau aku anak kip wajib buat pkm;Neutral
dilingkungan kampusku tuh penerima kip malah boros bgt gt loh sedangkan ad anak dia cukup berada tapi tampilannya b aj malah kadang sering kebalik mana yg kip mana yg bukan klo org sekilas liat;Cons
ga semua anak kip kbidikmisi kaya gitu der tergantung individunya ga bisa digeneralisir khusnuzon aja dia muterin uang kip buat bisnis masih ada aja orang nilai kek begini;Pros
hidup lagi capekcapeknya kuliah sambil kerja mikirin ukt uang buku uang sokongan tugas kelompok sokongan ukm  eh ngeliat anak kip baru beli hp ip  fotofoto di kelas ngomongin duit kip yang udah abis padahal baru sebulan cair taunya dibuat shopping kebutuhan  cont;Cons
klo mau daftar kipk ga punya kip pas sma trs tinggal di perumahan biasa aja ga elit di kabupaten pula rumah nya pake gerbang yang kerja cmn ayah doang  jt sebulan buat ngehidupin  orang tanggungan anak cmn aku kemungkinan lolos nya besar ga ya;Neutral
gak tenang banget semingguan ini gegara ratarata anak kip di kampusku udah pada di survey rumahnya sedangkan aku belum ada sama sekali bahkan dihubungi dosen aja belum ada  takut gak lolos kip  masa aku kuliah cuman  semester;Neutral
anak asn dapet kip;Cons
anak kip tu sebenernya kaya kaya yh hpnya aja pada iphoneyang bener bener ga mampu malah ga dapet kip kuliah dibela belain sambil kerja biar bisa kuliah makan apa adanya hp yang penting nyala;Cons
hedon bgt anak kip;Cons
ngomongin anak kip yg gayanya hedon gada abisnya;Cons
geh gua bukan caperapa  gua yatim piatu gua dilampung ngerantau dri kalimantan dn gk ada sodara sama skli di sini gua jg bukan anak kip gua jga kerja tp duit gua gk cukup se hopeless itu makanya gua mau diajak vcs krna dia janji bantu gua aja nangis cont;Neutral
hi kak kebetulan akuu tu bukan anak kip coba dehhhh suruh adek nya cari info di bidang keuangan kampus;Neutral
halo kak mau tanya menangnya bisa ya klo sudah masuk smt  daftar kip buat ngeringanin biaya ukt adik aku masih smt  amp  aku anak pertama blm dpt kerja krn masih freahgraduate kuliah dan bpk aku mau pensiun bulan desember  mohon informasinya kak terima kasih ns;Neutral
teruntuk anak anak kip yang kaya yang menang benerbener mampu dapet uang jajan rutin dari ortunya yang duit kipnya buat foyafoya aku sebel banget sama kalian garagara kalian kita yang beneran miskin jadi dianggap kaya juga dan dikasih harga mahal jangan maruk pls;Cons
permisi min mau nanya emang anak kip k di swasta persyaratannya harus ikut lomba虏 begitu ya min;Neutral
maap deh gw kan cuma mau fotoin lu ama anak anak lu kip;Neutral
di prodi gw anak kip baru aja beli iphone awal semester kemaren trs ada jg yg beliin adeknya iphone jujur kalo dibilang iri ya iri lah tapi yakin aja ya guys tuhan gak tidur rezeki bisa dateng darimana aja;Cons
cara daftar kip buat anak smp gimana ya tia;Neutral
kok bisa ya banyak anak kip hpnya iphone motornya model baru pake behel terus bisa ngafe terus maksud gue tu kek loe bisa punya itu semua tapi kenapa bisa lolos kip dah dan satu lagi kok bisa ortunya pns golongan  anaknya kip;Cons
dulu saya pilih pak jokowi karena ada program kartu indonesia pintar kuliah dan anak saya kuliah sekarang tapi ngga pake kip kuliah karena itu haknya orang miskin sekarang pak ganjar bikin program smk jateng yg gratis buat anak org miskin anak kedua saya sudah smk juga;Neutral
cm boleh ga sih iri sama orng yg lolos kip k tpi bisa ootdan sedangkan sender dari keluarga yg ayahnya cuma kerja serabutan tpi dapat golongan ukt tinggi heran apa krna anak bungsu yaaa pdahal kakak sender klau kerja uangnya ya buat menuhin kebutuhanya  juga dan  cont;Cons
aq jg ga relate tapi mmg ada kok ortu yg gt di kampusku anak kip jg ada yg gt duitnya diminta maknya buat ini itu pdhl itu kan harusnya buat beli buku laptophp  pulsa krn skrg kuliah ada onlinenya sm maknya kdg mlh buat byr spp adiknya jg ada;Cons
wkwk samaa temenku anak kip pake laptop gaming;Cons
inisial   anak sipil anak kip yg hidupnya lebih mewah drpd anak normal bagilah cuyyyyy duitmu terseok nih kita bayar ukt;Cons
temen ku anak kip beli nmax wkwkw gamau buruk sangka tpi ya gimana yaa;Cons
anak kip skrg kbnykan gt min kelakuannya ga semua tp kebanyakan;Cons
mau cerita dikit tentang teman gw yg daftar mahasiswa kip kipnya dari si banteng item merah gw liatliat nih anak kok bad mood beberapa hari eh taunya syarat buat kip tuh susah bgt nder trs klo nolak syaratsyaratnya tuh langsung dicabut kipnya kek ekonomi orang dibuat mainan;Cons
seru bgt ya liat tmn gue anak kip bemobil kuliah pake ipad hengpon bagus leptop asus kluaran paling baru uang bulanan dr ortu lancar jaya sentosa yaallah ak mw punya rejeki yg lancar jaya sentosa jg;Cons
maaf kip maksutku duit bantuan pemerintah buat anak sekolah;Neutral
wadooohh tp emg byk sih anak kip yg hedon;Cons
from  anak unj to  seluruh mahasiswa unj  message  mau tanya untuk info kip  k ada pendaftaran buat yang mau bkin kipk ngga ya buat mahasiswa yang sebelumnya blm prnh dpt kjp;Neutral
aku bkn anak kip tp denger ingpo dr tmn ku kalau kampus ku udh cair duitnya;Neutral
cm kalian yg anak kip uang sakunya udh cair blum kira kapan yah cairnya maaf no salty aku beneran nanya;Neutral
anak kip bisa tau kak dia dapet ukt berapa;Neutral
sellz bantu adopsi anak ku yuk tekol only yaaa  nanti ada pribis menarik  bisa kip sampe  guys s jisoo nya dihabisin nih gengsss take all only nanti ku kasih pribis special  bisa kip sampe  juga;Neutral
kain cukur rambut anak kip kep kerodong cukur selimut jubah pyongk;Neutral
anak kip jaman skr gayanya hedon bgt ga kuat xixixixi jadi iri;Cons
selain itu anak yang tidak mampu dapet tunjangan juga kok dari pemerintah namanya kip kartu indonesia pintar;Pros
kep  kip potong rambut salon barber anak qebuht;Neutral
perlu bilang yaa kalo sender tuh anak kip  thanks;Neutral
minta apa apa ke doi kalo jalan juga sender selalu usahain buat gantian bayar pake uang hasil kerja kebetulan kita selalu diskusi kalo mau spend berapa dan dimana btw kayaknya doi gatau kalo sender anak kip cuma tau sender kuliah sambil part time aja apa sender  cont;Neutral
